,PC1,PC2
0,0.519943952466545,0.3878269491092096
1,0.5436193169713646,0.3698060348645209
2,0.5355717725040166,0.37776583042819656
3,0.5278473192448501,0.38540502792070525
4,0.5373251945971749,0.38028248119080355
5,0.530384332757809,0.3872287996641001
6,0.5371570231219946,0.3804955696272615
7,0.5327038236388153,0.38493141343303094
8,0.5358559995677211,0.3817678826097378
9,0.5414818517603334,0.3848384801076333
10,0.5380060667705961,0.3839815807045979
11,0.5426627144177724,0.37503177285437106
12,0.5362543911106256,0.39004880892343613
13,0.532703382237842,0.38924121824687563
14,0.5397447696401177,0.3822637163078293
15,0.5349717145980624,0.3870697710264762
16,0.5422244462830093,0.3797849820053493
17,0.5419393169349485,0.3756760246994157
18,0.5424220228586063,0.37957575895496243
19,0.5321249294790629,0.3940969613259361
20,0.5358667814171025,0.390429073427686
21,0.5412369830713406,0.3893956525443005
22,0.5483054795174924,0.37797609044438674
23,0.5450056492161722,0.3812814103308667
24,0.538547714428275,0.39213068367544807
25,0.5441047108087295,0.38222684892372666
26,0.5442593198192972,0.386354536000703
27,0.5326637259191424,0.39796232828196965
28,0.5425047192324566,0.3881369546661453
29,0.5421888933848631,0.3884918321657892
30,0.540400470812213,0.38587008245873927
31,0.5359471239104928,0.3903037791873492
32,0.011133171700273692,1.0832422067143561
33,0.12289930182177812,1.3286312253289474
34,0.1470999510548971,1.2160403016540724
35,0.2043598919062546,1.249817927677244
36,0.30756671294971716,1.5230860805913373
37,0.27542234827031253,1.3589440581186263
38,0.31362560585242855,1.4690138649881712
39,0.2902651802235239,1.3220677021453022
40,0.3182651381936517,1.3989851558615005
41,0.3734439228863497,1.569550943503844
42,0.3370947802356131,1.4087735475112126
43,0.3450774801229139,1.4142283409743257
44,0.30691193791911603,1.3396320688898158
45,0.3278405364645193,1.3818577314979892
46,0.3285221937948473,1.3891940366792168
47,0.3245590874807952,1.3705456147814896
48,0.33715605455840375,1.4011466047035257
49,0.3472164678378616,1.424802106067799
50,0.3479155220901899,1.447017059858898
51,0.3141183758058964,1.3419372918871009
52,0.3301967609383167,1.3850635531615871
53,0.33286339083351196,1.393990788420837
54,0.337808032930065,1.4074870513904545
55,0.3258902394235974,1.3790497420591514
56,0.33921804235411124,1.4148751460692677
57,0.3288810574673668,1.3836936891683227
58,0.3580389283844192,1.4912900084115086
59,0.33016638827918315,1.3718490315877299
60,0.3664308451987427,1.5436204019798814
61,0.33172991564433607,1.3936205118462766
62,0.31457565583409786,1.3613871094822378
63,0.46346776308487214,1.5019745055590732
64,0.48649919248420626,1.4023346413137627
65,0.5126198443775988,1.3916269203187475
66,0.5916571978700645,1.5821543958830908
67,0.5710154579030785,1.4375678087654673
68,0.588386751382557,1.4621275585548865
69,0.6185855999588439,1.5352987000837035
70,0.5987223775406889,1.4789333459047362
71,0.6727127533498176,1.710964067810331
72,0.613587104482873,1.4969170241329022
73,0.6281430062907232,1.5338673978225512
74,0.6240711843499033,1.5131045176429407
75,0.6278447010630813,1.5227006292163163
76,0.6572718349818358,1.6650138196477522
77,0.6506779110677667,1.6461799717906778
78,0.6070736118992001,1.4747727762482294
79,0.6743244104914541,1.7030580404671745
80,0.6346976292231429,1.539991148127523
81,0.6087887441361617,1.4796552097923923
82,0.6153735059820198,1.4934844502971263
83,0.6358562138598766,1.552056472914369
84,0.9518134417662597,0.8726000336300552
85,1.0149412309799224,1.076246485610804
86,1.01853172148263,1.0888437399407687
87,0.6844560375569753,1.702356819932589
88,0.6182149878827771,1.4734425060882756
89,0.9488503465907209,0.8631206068229056
90,0.983467330454097,0.939279485053829
91,0.620267322453199,1.484640261094191
92,0.6298704261263919,1.5225439863505905
93,0.6842485962801347,1.71173239272934
94,1.2060286198085226,0.731214676997403
95,0.914624023323175,1.3735388749065147
96,1.3433393834009162,0.988960829773944
97,1.3170564249108259,0.8172343421289864
98,1.3568919670979738,0.8805028516737119
99,1.0035447180063821,1.4494533476478841
100,1.0212322442256547,1.46765463164644
101,1.0337030765592998,1.4855750069729219
102,1.0380857762340423,1.5092796108910957
103,1.0287751698038219,1.4810648694447712
104,1.0294608783472172,1.4741828067703056
105,1.0282574948482128,1.461612227215306
106,1.0203936347673526,1.4434507691361977
107,1.4352141835418266,1.0961150701301292
108,1.0525553640226557,1.5071436698340657
109,1.0673042301427846,1.548583100629882
110,1.105622510156051,1.7015621960674174
111,1.0214949800329276,1.4454548520192212
112,1.052076313734743,1.5101438598270942
113,1.0470159666528,1.5182223239973023
114,1.4481430394754644,1.102139826096973
115,1.0912043751920326,1.6639826917089648
116,1.0351137999301874,1.463713318564732
117,1.0415563978828413,1.4564662026635051
118,1.0403957433331104,1.4677068063283747
119,1.0383677261057804,1.4623762910926112
120,1.1079108521736423,1.6993866686220036
121,1.0429631119980511,1.4712643161255485
122,1.0437491554260034,1.4707990573260097
