,PC1,PC2
Forward,-0.2999825392248417,0.09799695126563168
Reverse,-0.2764333672164477,0.1449117432765712
Dissipated,-0.24994274933087463,-0.3278795871647502
Rail Setpoint,-0.17004844737918207,0.443960317953883
Drive Setpoint,-0.3057371998902991,-0.05994259939623772
PA01 Current,-0.3058352332585222,-0.015372761600601586
HK Bias Voltage,0.14897989418189547,-0.12710567284881424
Soft Start Volts,0.2939513345608333,0.18686420390121125
Setpoint,-0.29998253922484186,0.09799695126563156
Gamma Magnitude,-0.1707415810686758,-0.42132423991935825
Gamma Phase,-0.22277077415431026,-0.4015420624618629
PA02 Current,-0.3056615280877707,-0.008527127681957772
PA03 Current,-0.30601663330575896,-0.024590670565129577
PA Voltage,-0.1474486438357512,0.4205432758855526
Fan Current,-0.0,0.0
Heatsink Temp,-0.2626958595908514,0.2898280031493612
