,PC1,PC2
Forward,-0.33426115667981754,-0.05586470502624797
Reverse,-1.1102230246251565e-16,5.4643789493269423e-17
Dissipated,-0.25732469370026534,-0.4194506252927389
Rail Setpoint,-0.32219271553739937,-0.19007131433210814
Drive Setpoint,-0.26568585766223984,0.41900288231090965
PA01 Current,-0.33191929933879166,0.09821044321321734
HK Bias Voltage,0.00032347408145160086,-0.3800767131404994
Soft Start Volts,0.3207777316410364,-0.1906135080252152
Setpoint,-0.33410632393365675,-0.05454107440297763
Gamma Magnitude,6.018531076210112e-36,-3.2311742677852644e-27
Gamma Phase,-0.003588479504896354,0.595563829706513
PA02 Current,-0.33230447158332327,0.09356395296274499
PA03 Current,-0.3318349326990624,0.10072554590192537
PA Voltage,-0.320010755980118,-0.2055281643585622
Fan Current,-0.0,0.0
Heatsink Temp,-0.0,0.0
