,PC1,PC2
Forward,-0.333393149237842,0.05056070374814433
Reverse,-0.0,-5.0306980803327406e-17
Dissipated,-0.2586515156222034,0.40321387297174016
Rail Setpoint,-0.32167198948198117,0.172680767084605
Drive Setpoint,-0.26421917382837806,-0.3851177669959837
PA01 Current,-0.33080131684792624,-0.09196401966290767
HK Bias Voltage,0.052820904532698644,0.37499375815772246
Soft Start Volts,0.3228423293357197,0.1409526976275601
Setpoint,-0.333245845662554,0.05236678288462705
Gamma Magnitude,-0.0,-0.0
Gamma Phase,0.003833831131031587,-0.6578063811551359
PA02 Current,-0.3311906693506861,-0.08762174001498906
PA03 Current,-0.3307832239970089,-0.09301913034960671
PA Voltage,-0.3194444230559886,0.1897388747517744
Fan Current,-0.0,-0.0
Heatsink Temp,-0.0,-0.0
