,PC1,PC2
Forward,-0.3333746047153694,0.05353858320350765
Reverse,-2.220446049250313e-16,9.540979117872439e-17
Dissipated,-0.26258074721495456,0.4235605552775296
Rail Setpoint,-0.3215867702424041,0.1895989088281666
Drive Setpoint,-0.2644971001391217,-0.42976759854644353
PA01 Current,-0.330814079460949,-0.10318375372387706
HK Bias Voltage,0.03725707248256126,0.1427050127043503
Soft Start Volts,0.3218312963202053,0.17519062642413955
Setpoint,-0.3332216545696422,0.054732861631000884
Gamma Magnitude,-0.0,3.2311742677852644e-27
Gamma Phase,0.0031836050303270247,-0.6847591942647416
PA02 Current,-0.33118140251777684,-0.09859125178416225
PA03 Current,-0.3307637767817947,-0.10418666550493545
PA Voltage,-0.31937740310725515,0.20715414886537806
Fan Current,-0.0,-0.0
Heatsink Temp,-0.0,-0.0
