,PC1,PC2
Forward,-0.33377657495761803,-0.05805547742869889
Reverse,-1.1102230246251565e-16,-2.3418766925686896e-17
Dissipated,-0.2610792007495098,-0.4275595811837972
Rail Setpoint,-0.3217504592164667,-0.19561555311885073
Drive Setpoint,-0.2652764757390935,0.43297711196533595
PA01 Current,-0.3313248699713146,0.10544852793066654
HK Bias Voltage,0.01911475433601472,0.2653398757733376
Soft Start Volts,0.32116756974619004,-0.19850348421110658
Setpoint,-0.3336033774810146,-0.060285033414014845
Gamma Magnitude,6.018531076210112e-36,3.2311742677852644e-27
Gamma Phase,-0.00876562657091608,0.6299289979821369
PA02 Current,-0.33168288842183985,0.09980106195414477
PA03 Current,-0.33130464522284525,0.10601632768486449
PA Voltage,-0.3195330579352913,-0.2133422732443189
Fan Current,-0.0,0.0
Heatsink Temp,-0.0,0.0
