,PC1,PC2
Forward,-0.301442873134434,0.09023884741555713
Reverse,-0.27867206759324076,0.1264840378446319
Dissipated,-0.24625111218382276,-0.33680644023425876
Rail Setpoint,-0.17154569666837607,0.39222684390705237
Drive Setpoint,-0.30497115204676345,-0.06992140796232299
PA01 Current,-0.30616538959059525,-0.021474834662824908
HK Bias Voltage,0.2047145765967529,-0.22656774537495158
Soft Start Volts,0.28725468315126845,0.22116183063591413
Setpoint,-0.30144294835298535,0.09024161409794754
Gamma Magnitude,-0.14889143543919886,-0.4196462363508162
Gamma Phase,-0.21350083577037182,-0.4183632735500164
PA02 Current,-0.30609749163827493,-0.014443690781156199
PA03 Current,-0.30625709320358746,-0.03077934033034357
PA Voltage,-0.1466035704612371,0.36156136030292846
Fan Current,-0.0,0.0
Heatsink Temp,-0.25027538937113,0.33440341867386836
